PARTY_ID,TYPE,SEATS_TOTAL,GROUP_ID,UPDATE_STATUS,UPDATE_TIME
DE01,PARTY,35,GP0001,CONSTITUTIVE,
DE02,PARTY,34,GP0002,CONSTITUTIVE,
DE03,PARTY,8,GP0002,CONSTITUTIVE,
DE04,PARTY,4,GP0005,CONSTITUTIVE,
