PARTY_ID,TYPE,SEATS_TOTAL,GROUP_ID,UPDATE_STATUS,UPDATE_TIME
DE01,PARTY,34,GP1201,CONSTITUTIVE,
DE02,PARTY,8,GP1201,CONSTITUTIVE,
DE03,PARTY,23,GP1202,CONSTITUTIVE,
DE04,PARTY,12,GP1203,CONSTITUTIVE,
DE05,PARTY,14,GP1204,CONSTITUTIVE,
DE06,PARTY,8,GP1206,CONSTITUTIVE,
