PARTY_ID,TYPE,SEATS_TOTAL,GROUP_ID,UPDATE_STATUS,UPDATE_TIME
DE01,PARTY,43,GP0801,CONSTITUTIVE,
DE02,PARTY,10,GP0801,CONSTITUTIVE,
DE03,PARTY,33,GP0802,CONSTITUTIVE,
DE04,PARTY,7,GP0804,CONSTITUTIVE,
DE05,PARTY,6,GP0805,CONSTITUTIVE,
