ID,LANGUAGE_ID,ACRONYM,LABEL
GP0006,FI,DEP,Euroopan edistyksellisten demokraattien ryhmä
GP0006,FR,DEP,Groupe des démocrates européens de progrès
GP0006,GA,DEP,Grúpa Pháirtí Daonlathach na hEorpa
GP0006,HR,DEP,Klub zastupnika europskih progresivnih demokrata
GP0006,HU,DEP,Európai Progresszív Demokraták Csoportja
GP0006,IT,DEP,Gruppo dei democratici europei di progresso
GP0006,LV,DEP,Eiropas Progresivo demokratu grupa
GP0006,LT,DEP,Europos pažangiuju demokratu grupe
GP0006,MT,DEP,Grupp ta’ Demokratici Progressivi Ewropej
GP0006,NL,DEP,Fractie van Europese democraten voor de vooruitgang
GP0006,PL,DEP,Grupa Europejskich Postepowych Demokratów
GP0006,PT,DEP,Grupo dos Democratas Europeus para o Progresso
GP0006,RO,DEP,Grupul Democraților europeni progresiști
GP0006,SK,DEP,Skupina Európskych pokrokových demokratov
GP0006,SL,DEP,Skupina Evropskih naprednih demokratov
GP0006,SV,DEP,Gruppen Europeiska progressiva demokrater
GP0007,EN,CDI,Group for the Technical Coordination and Defence of Independent Groups and Members
GP0007,ES,CDI,Grupo para la Coordinación Técnica y la Defensa de los Grupos y Diputados
GP0007,BG,CDI,Група за техническа координация и охрана на групите и независимите членове на Парламента
GP0007,CS,CDI,Skupiny a členové technické koordinace a obhajoby nezávislých
GP0007,DA,CDI,Gruppen for teknisk koordinering og forsvar for uafhængige grupper og medlemmer
GP0007,DE,CDI,Fraktion für die technische Koordinierung und Verteidigung der unabhängigen Gruppen und Abgeordneten
GP0007,EL,CDI,Ομάδα Τεχνικού Συντονισμού και Προασπίσεως Ανεξαρτήτων Ομάδων και Βουλευτών
GP0007,ET,CDI,Tehnilise koordinatsiooni grupp ning sõltumatute fraktsioonide ja liikmete kaitse
GP0007,FI,CDI,Itsenäisten ryhmien ja jäsenten tekninen koordinaatioryhmä
GP0007,FR,CDI,Groupe de coordination technique et de défense des groupes et des parlementaires indépendents
GP0007,GA,CDI,An Grúpa um Chomhordú Teicniúil agus Cosaint Grúpaí agus Comhaltaí Neamhspleácha
GP0007,HR,CDI,Klub zastupnika za tehničku koordinaciju i obranu nezavisnih skupina i zastupnika
GP0007,HU,CDI,Független Csoportok és Tagok Technikai Koordinációját és Védelmét Szolgáló Csoport
GP0007,IT,CDI,Gruppo di coordinamento tecnico e di difesa dei gruppi e dei deputati indipendenti
GP0007,LV,CDI,Neatkarigo grupu un deputatu tehniskas sadarbibas un aizsardzibas grupa
GP0007,LT,CDI,Techninio koordinavimo ir nepriklausomu grupiu ir nariu gynimo grupe
GP0007,MT,CDI,Grupp ghall-Koordinazzjoni Teknika u Difiza ta’ Gruppi u Membri Indipendenti
GP0007,NL,CDI,Fractie voor de technische coördinatie en de verdediging van de onafhankelijke groepering en leden
GP0007,PL,CDI,Grupa Koordynacji Technicznej i Obrony Niezaleznych Grup i Deputowanych
GP0007,PT,CDI,Grupo para a Coordenação Técnica e a Defesa de Grupos e Deputados
GP0007,RO,CDI,Grupul de coordonare tehnică și apărare a grupurilor politice și parlamentarilor neafiliați
GP0007,SK,CDI,Skupina pre technickú koordináciu a obranu nezávislých skupín a clenov
GP0007,SL,CDI,Skupina za tehnično koordinacijo in obrambo neodvisnih skupin in poslancev
GP0007,SV,CDI,Gruppen för teknisk samordning och försvar av oberoende grupper och ledamöter
NA,EN,NI,Non-attached Members
NA,ES,NI,No inscritos
NA,BG,НЧ,Независими членове
NA,CS,NI,Nezařazení poslanci
NA,DA,NI,Løsgængere
NA,DE,NI,Fraktionslos
NA,EL,NI,Μη Εγγεγραμμένοι
NA,ET,NI,Fraktsioonilise kuuluvuseta parlamendiliikmed
NA,FI,NI,Sitoutumattomat
NA,FR,NI,Non-inscrits
NA,GA,NI,Feisirí Neamhcheangailte
NA,HR,NI,Nezavisni zastupnici
NA,HU,NI,független képviselők
NA,IT,NI,Non iscritti
NA,LV,NI,Pie politiskajām grupām nepiederošie deputāti
NA,LT,NI,Nepriklausomi nariai
NA,MT,NI,Membri mhux affiljati
NA,NL,NI,Niet-fractiegebonden leden
NA,PL,NI,Niezrzeszeni
NA,PT,NI,Não Inscritos
NA,RO,NI,Deputați neafiliați
NA,SK,NI,Nezaradení poslanci
NA,SL,NI,Samostojni poslanci
NA,SV,NI,Grupplösa
