ID,LANGUAGE_ID,ACRONYM,LABEL
GP0601,EN,PSE,Group of the Party of European Socialists
GP0601,ES,PSE,Grupo Parlamentario del Partido Socialista Europeo
GP0601,BG,PSE,Група на Партията на европейските социалисти
GP0601,CS,PSE,Skupina Strany Evropských socialistů
GP0601,DA,PSE,De Europæiske Socialdemokraters Gruppe
GP0601,DE,PSE,Fraktion der Sozialdemokratischen Partei Europas
GP0601,EL,PSE,Ομάδα του Ευρωπαϊκού Σοσιαλιστικού Κόμματος
GP0601,ET,PSE,Euroopa Sotsialistide Erakonna fraktsioon
GP0601,FI,PSE,Euroopan sosiaalidemokraattisen puolueen ryhmä
GP0601,FR,PSE,Groupe parlementaire du Parti socialiste européen
GP0601,GA,PSE,Grúpa Pháirtí na Sóisialaithe Eorpacha
GP0601,HR,PSE,Klub zastupnika Stranke europskih socijalista
GP0601,HU,PSE,az Európai Szocialisták Pártjának képviselőcsoportja
GP0601,IT,PSE,Gruppo del Partito del socialismo europeo
GP0601,LV,PSE,Eiropas Sociālistu partijas grupa
GP0601,LT,PSE,Europos socialistų partijos frakcija
GP0601,MT,PSE,Grupp tal-Partit tas-Soċjalisti Ewropej
GP0601,NL,PSE,Fractie van de Partij van de Europese Sociaal-democraten
GP0601,PL,PSE,Grupa Partii Europejskich Socjaldemokratów
GP0601,PT,PSE,Grupo do Partido dos Socialistas Europeus
GP0601,RO,PSE,Grupul Parlamentar al Paridului Socialist European
GP0601,SK,PSE,Skupina Strany európskych socialistov
GP0601,SL,PSE,Skupina Stranke evropskih socialistov
GP0601,SV,PSE,Europeiska socialdemokratiska partiets grupp
GP0602,EN,PPE,Group of the European People's Party (Christian-Democratic Group)
GP0602,ES,PPE,Grupo del Partido Popular Europeo (Grupo Demócrata Cristiano)
GP0602,BG,PPE,Група на Европейската народна партия (Група на християндемократите)
GP0602,CS,PPE,Skupina Evropské lidové strany (Skupina křesťanské demokracie)
GP0602,DA,PPE,Det Europæiske Folkepartis Gruppe (Den Kristelig-Demokratiske Gruppe)
GP0602,DE,PPE,Fraktion der Europäischen Volkspartei (Christlich-demokratische Fraktion)
GP0602,EL,PPE,Ομάδα του Ευρωπαϊκού Λαϊκού Κόμματος (Χριστιανοδημοκράτες)
GP0602,ET,PPE,Euroopa rahvapartei fraktsioon (kristlik-demokraatide fraktsioon)
GP0602,FI,PPE,Euroopan kansanpuolueen ryhmä (kristillis-demokraattinen puolueryhmä)
GP0602,FR,PPE,Groupe du parti populaire européen (Groupe démocrate-chrétien)
GP0602,GA,PPE,Grúpa Pháirtí an Phobail Eorpaigh (Grúpa na nDaonlathaithe Críostaí)
GP0602,HR,PPE,Klub zastupnika Europske pučke stranke (Kršćansko-demokratski klub zastupnika)
GP0602,HU,PPE,Az Európai Néppárt Csoportja (Kereszténydemokrata Csoport)
GP0602,IT,PPE,Gruppo del partito popolare europeo (Gruppo democratico cristiano)
GP0602,LV,PPE,Eiropas Tautas Partijas grupa (Kristigo demokratu grupa)
GP0602,LT,PPE,Europos liaudies partijos grupe (Krikšcioniu demokratu grupe)
GP0602,MT,PPE,Grupp tal-Partit Popolari Ewropew (Grupp Demokratiku-Kristjan)
GP0602,NL,PPE,Fractie van de Europese Volkspartij (Christen-democratische Fractie)
GP0602,PL,PPE,Grupa Europejskiej Partii Ludowej (Chrzescijanscy Demokraci)
GP0602,PT,PPE,Grupo do Partido Popular Europeu (Grupo Democrata-Cristão)
GP0602,RO,PPE,Grupul Partidului Popular European (Grupul Creștin-Democrat)
GP0602,SK,PPE,Skupina Európska ludová strana (Krestansko-demokratická skupina)
GP0602,SL,PPE,Skupina Evropske ljudske stranke (skupina krščanskih demokratov)
GP0602,SV,PPE,Europeiska folkpartiets grupp (Kristdemokratiska gruppen)
GP0603,EN,ELDR,Group of the European Liberal, Democrat and Reform Party
GP0603,ES,ELDR,Grupo del Partido Europeo de los Liberales, Demócratas y Reformistas
GP0603,BG,ELDR,Група на Европейската либерална, демократична и реформистка партия
GP0603,CS,ELDR,Skupina Evropské liberální, demokratické a reformní strany
GP0603,DA,ELDR,Det Europæiske Liberale og Demokratiske Partis Gruppe
GP0603,DE,ELDR,Fraktion der Liberalen und Demokratischen Partei Europas
