ID,LANGUAGE_ID,ACRONYM,LABEL
EPP,DE,EVP,Fraktion der Europäischen Volkspartei (Christdemokraten)
EPP,FI,EPP,Euroopan kansanpuolueen ryhmä (kristillisdemokraatit)
EPP,SV,EPP,Europeiska folkpartiets grupp (kristdemokrater)
EPP,PT,PPE,Grupo do Partido Popular Europeu (Democratas-Cristãos)
EPP,BG,ЕНП,Група на Европейската народна партия (Християндемократи)
EPP,EL,ΕΛΚ,Κoιvoβoυλευτική Ομάδα τoυ Ευρωπαϊκoύ Λαϊκoύ Κόμματoς (Χριστιαvoδημoκράτες)
EPP,MT,PPE,Grupp tal-Partit Popolari Ewropew (Demokristjani)
EPP,LT,ELP,Europos liaudies partijos (krikščionių demokratų) frakcija
EPP,EN,EPP,Group of the European People's Party (Christian Democrats)
EPP,HR,EPP,Klub zastupnika Europske pučke stranke (kršćanski demokrati)
EPP,LV,ETP,Eiropas Tautas partijas (Kristīgie demokrāti) grupa
EPP,IT,PPE,Gruppo del Partito popolare europeo (Democratici cristiani)
EPP,FR,PPE,Groupe du Parti populaire européen (Démocrates-Chrétiens)
EPP,HU,EPP,Európai Néppárt (Kereszténydemokraták) képviselőcsoport
EPP,ES,PPE,Grupo del Partido Popular Europeo (Demócrata-Cristianos)
EPP,ET,ERP,Euroopa Rahvapartei (kristlike demokraatide) fraktsioon
EPP,CS,ELS,Poslanecký klub Evropské lidové strany (Křesťanských demokratů)
EPP,SK,EĽS,Poslanecký klub Európskej ľudovej strany (Kresťanských demokratov)
EPP,SL,ELS,Poslanska skupina Evropske ljudske stranke (Krščanskih demokratov)
EPP,GA,PPE,Grúpa Pháirtí an Phobail Eorpaigh (Na Daonlathaithe Críostaí)
EPP,PL,EPL,Grupa Europejskiej Partii Ludowej (Chrześcijańscy Demokraci)
EPP,DA,EPP,Det Europæiske Folkepartis Gruppe (Kristelige Demokrater)
EPP,RO,PPE,Grupul Partidului Popular European (Creștin Democrat)
EPP,NL,EVP,Fractie van de Europese Volkspartij (christendemocraten)
SD,DE,S&D,Fraktion der Progressiven Allianz der Sozialdemokraten im Europäischen Parlament
SD,FI,S&D,Euroopan parlamentin sosialistien ja demokraattien ryhmä
SD,SV,S&D,Gruppen Progressiva förbundet av Socialdemokrater i Europaparlamentet
SD,PT,S&D,Grupo da Aliança Progressista dos Socialistas e Democratas no Parlamento Europeu
SD,BG,S&D,Група на Прогресивния алианс на социалистите и демократите в Европейския парламент
SD,EL,S&D,Ομάδα της Προοδευτικής Συμμαχίας των Σοσιαλιστών και Δημοκρατών στο Ευρωπαϊκό Κοινοβούλιο
SD,MT,S&D,Grupp tal-Alleanza Progressiva tas-Soċjalisti u d-Demokratiċi fil-Parlament Ewropew
SD,LT,S&D,Europos Parlamento socialistų ir demokratų pažangiojo aljanso frakcija
SD,EN,S&D,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
SD,HR,S&D,Klub zastupnika Progresivnog saveza socijalista i demokrata u Europskom parlamentu
SD,LV,S&D,Eiropas Parlamenta sociālistu un demokrātu progresīvās alianses grupa
SD,IT,S&D,Gruppo dell'Alleanza progressista di Socialisti e Democratici al Parlamento Europeo
SD,FR,S&D,Groupe de l'Alliance Progressiste des Socialistes et Démocrates au Parlement européen
SD,HU,S&D,Szocialisták és Demokraták Progresszív Szövetsége az Európai Parlamentben képviselőcsoport
SD,ES,S&D,Grupo de la Alianza Progresista de Socialistas y Demócratas en el Parlamento Europeo
SD,ET,S&D,Sotsiaaldemokraatide ja demokraatide fraktsioon Euroopa Parlamendis
SD,CS,S&D,Skupina progresivní aliance socialistů a demokratů v Evropském parlamentu
SD,SK,S&D,Skupina progresívnej aliancie socialistov a demokratov v Európskom parlamente
SD,SL,S&D,Skupina naprednega zavezništva socialistov in demokratov v Evropskem parlamentu
SD,GA,S&D,An Grúpa d'Aontas Forchéimnitheach na Sóisialaithe agus na nDaonlathaithe i bParlaimint na hEorpa
SD,PL,S&D,Grupa Postępowego Sojuszu Socjalistów i Demokratów w Parlamencie Europejskim
SD,DA,S&D,Gruppen for Det Progressive Forbund af Socialdemokrater i Europa-Parlamentet
SD,RO,S&D,Grupul Alianței Progresiste a Socialiștilor si Democraților din Parlamentul European
SD,NL,S&D,Fractie van de Progressieve Alliantie van Socialisten en Democraten in het Europees Parlement
ECR,DE,EKR,Fraktion der Europäischen Konservativen und Reformer
ECR,FI,EKR,Euroopan konservatiivit ja reformistit
ECR,SV,ECR,Gruppen Europeiska konservativa och reformister
ECR,PT,ECR,Grupo dos Conservadores e Reformistas Europeus
ECR,BG,ЕКР,Европейски консерватори и реформисти
ECR,EL,ΕΣΜ,Ομάδα των Ευρωπαίων Συντηρητικών και Μεταρρυθμιστών
ECR,MT,ECR,Grupp tal-Konservattivi u r-Riformisti Ewropej
ECR,LT,EKR,Europos konservatorių ir reformuotojų frakcija
ECR,EN,ECR,European Conservatives and Reformists Group
ECR,HR,ECR,Europski konzervativci i reformisti
ECR,LV,EKR,Eiropas Konservatīvo un reformistu grupa
ECR,IT,ECR,Gruppo dei Conservatori e Riformisti europei
ECR,FR,ECR,Groupe des Conservateurs et Réformistes européens
ECR,HU,ECR,Európai Konzervatívok és Reformerek képviselőcsoport
ECR,ES,CRE,Grupo de los Conservadores y Reformistas Europeos
ECR,ET,ECR,Euroopa Konservatiivide ja Reformistide fraktsioon
ECR,CS,ECR,Skupina Evropských konzervativců a reformistů
ECR,SK,EKR,Európski konzervatívci a reformisti
ECR,SL,ECR,Skupina Evropskih konservativcev in reformistov
ECR,GA,ECR,An Grúpa do Choimeádaigh agus Leasaitheoirí na hEorpa
ECR,PL,EKR,Europejscy Konserwatyści i Reformatorzy
ECR,DA,EKR,De Europæiske Konservative og Reformister
ECR,RO,CRE,Grupul Conservatorilor și Reformiștilor Europeni
ECR,NL,ECR,Fractie Europese Conservatieven en Hervormers
Renew,DE,Renew Europe,Renew Europe Group
Renew,FI,Renew Europe,Uudistuva Eurooppa -ryhmä
Renew,SV,Renew Europe,Gruppen Renew Europe
Renew,PT,Renew Europe,Grupo Renew Europe
Renew,BG,Renew Europe,"Група ""Обнови Европа"""
Renew,EL,Renew Europe,Renew Europe group
Renew,MT,Renew Europe,Grupp Renew Europe
Renew,LT,Renew Europe,Frakcija „Atnaujinkime Europą“ („Renew Europe“)
Renew,EN,Renew Europe,Renew Europe Group
Renew,HR,Renew Europe,Klub zastupnika Renew Europe
Renew,LV,Renew Europe,Grupa Renew Europe
Renew,IT,Renew Europe,Gruppo Renew Europe
Renew,FR,Renew Europe,Groupe Renew Europe
Renew,HU,Renew Europe,Renew Europe képviselőcsoport
Renew,ES,Renew Europe,Grupo Renew Europe
Renew,ET,Renew Europe,Renew Europe Group
Renew,CS,Renew Europe,Skupina Renew Europe
