ID,LANGUAGE_ID,ACRONYM,LABEL
GP0801,EN,EPP-ED,Group of the European People's Party (Christian Democrats) and European Democrats
GP0801,ES,PPE-DE,Grupo del Partido Popular Europeo (Demócrata-Cristianos) y Demócratas Europeos
GP0801,BG,PPE-DE,Група на Европейската народна партия (Християндемократи) и Европейските демократи
GP0801,CS,PPE-DE,Skupina Evropské lidové strany (Křesťanských demokratů) a Evropských demokratů
GP0801,DA,EFP-ED,Gruppen for Det Europæiske Folkeparti (Kristelige Demokrater) og De Europæiske Demokrater
GP0801,DE,EVP-ED,Fraktion der Europäischen Volkspartei (Christdemokraten) und europäischer Demokraten
GP0801,EL,ΕΛΚ-ΕΔ,Ομάδα τoυ Ευρωπαϊκoύ Λαϊκoύ Κόμματoς (Χριστιαvoδημoκράτες) και των Ευρωπαίωv Δημoκρατώv
GP0801,ET,PPE-DE,Euroopa Rahvaerakonna (Kristlike Demokraatide) ja Euroopa Demokraatide fraktsioon
GP0801,FI,EKP-ED,Euroopan kansanpuolueen (kristillisdemokraatit) ja Euroopan demokraattien ryhmä
GP0801,FR,PPE-DE,Groupe du Parti populaire européen (Démocrates-Chrétiens) et Démocrates européens
GP0801,GA,EPP-ED,Grúpa Pháirtí an Phobail Eorpaigh (Grúpa na nDaonlathaithe Críostaí) agus na nDaonlathaithe Eorpacha
GP0801,HR,EPP-ED,Klub zastupnika Europske pučke stranke (kršćanski demokrati) i Europskih demokrata
GP0801,HU,PPE-DE,az Európai Néppárt (Kereszténydemokraták) és Európai Demokraták képviselőcsoportja
GP0801,IT,PPE-DE,Gruppo del Partito popolare europeo (Democratico-cristiano) e Democratici europei
GP0801,LV,PPE-DE,Eiropas Tautas partijas (Kristīgo demokrātu) un Eiropas Demokrātu grupa
GP0801,LT,PPE-DE,Europos liaudies partijos (krikščionių demokratų) ir Europos demokratų frakcija
GP0801,MT,PPE-DE,Grupp tal-Partit Popolari Ewropew (Demokristjani) u Demokratiċi Ewropej
GP0801,NL,EVP-ED,Fractie van de Europese Volkspartij (Christendemocraten) en Europese Democraten
GP0801,PL,PPE-DE,Grupa Europejskiej Partii Ludowej (Chrześcijańscy Demokraci) i Europejskich Demokratów
GP0801,PT,PPE-DE,Grupo do Partido Popular Europeu (Democrata-Cristão) e Democratas Europeus
GP0801,RO,PPE-DE,Grupul Partidului Popular European (Creștin-Democrat) și al Democraților Europeni
GP0801,SK,PPE-DE,Skupina Európskej ľudovej strany (kresťanských demokratov) a Európskych demokratov
GP0801,SL,PPE-DE,Skupina Evropske ljudske stranke (krščanski demokrati) in Evropskih demokratov
GP0801,SV,EFP-ED,Gruppen för Europeiska folkpartiet (kristdemokrater) och Europademokraterna
GP0802,EN,PSE,Group of the Party of European Socialists
GP0802,ES,PSE,Grupo Parlamentario del Partido Socialista Europeo
GP0802,BG,PSE,Група на Партията на европейските социалисти
GP0802,CS,PSE,Skupina Strany Evropských socialistů
GP0802,DA,PSE,De Europæiske Socialdemokraters Gruppe
GP0802,DE,PSE,Fraktion der Sozialdemokratischen Partei Europas
GP0802,EL,PSE,Ομάδα του Ευρωπαϊκού Σοσιαλιστικού Κόμματος
GP0802,ET,PSE,Euroopa Sotsialistide Erakonna fraktsioon
GP0802,FI,PSE,Euroopan sosiaalidemokraattisen puolueen ryhmä
GP0802,FR,PSE,Groupe parlementaire du Parti socialiste européen
GP0802,GA,PSE,Grúpa Pháirtí na Sóisialaithe Eorpacha
GP0802,HR,PSE,Klub zastupnika Stranke europskih socijalista
GP0802,HU,PSE,az Európai Szocialisták Pártjának képviselőcsoportja
GP0802,IT,PSE,Gruppo del Partito del socialismo europeo
GP0802,LV,PSE,Eiropas Sociālistu partijas grupa
GP0802,LT,PSE,Europos socialistų partijos frakcija
GP0802,MT,PSE,Grupp tal-Partit tas-Soċjalisti Ewropej
GP0802,NL,PSE,Fractie van de Partij van de Europese Sociaal-democraten
GP0802,PL,PSE,Grupa Partii Europejskich Socjaldemokratów
GP0802,PT,PSE,Grupo do Partido dos Socialistas Europeus
GP0802,RO,PSE,Grupul Parlamentar al Paridului Socialist European
GP0802,SK,PSE,Skupina Strany európskych socialistov
GP0802,SL,PSE,Skupina Stranke evropskih socialistov
GP0802,SV,PSE,Europeiska socialdemokratiska partiets grupp
GP0803,EN,ELDR,Group of the European Liberal, Democrat and Reform Party
GP0803,ES,ELDR,Grupo del Partido Europeo de los Liberales, Demócratas y Reformistas
GP0803,BG,ELDR,Група на Европейската либерална, демократична и реформистка партия
GP0803,CS,ELDR,Skupina Evropské liberální, demokratické a reformní strany
GP0803,DA,ELDR,Det Europæiske Liberale og Demokratiske Partis Gruppe
GP0803,DE,ELDR,Fraktion der Liberalen und Demokratischen Partei Europas
GP0803,EL,ELDR,Ομάδα του Ευρωπαϊκού Κόμματος των Φιλελευθέρων, Δημοκρατών και Μεταρρυθμιστών
GP0803,ET,ELDR,Euroopa Liberaalide, Demokraatide ja Reformistide Erakonna fraktsioon
