ID,LANGUAGE_ID,ACRONYM,LABEL
GP0401,EN,S,Socialist Group
GP0401,ES,S,Grupo Socialista
GP0401,BG,S,Група на социалистите
GP0401,CS,S,Skupina socialistů
GP0401,DA,S,Den Socialistiske Gruppe
GP0401,DE,S,Sozialistische Fraktion
GP0401,EL,S,Σοσιαλιστική Ομάδα
GP0401,ET,S,Sotsialistide fraktsioon
GP0401,FI,S,Sosiaalidemokraattisen puolueen ryhmä
GP0401,FR,S,Groupe socialiste
GP0401,GA,S,An Grúpa Sóisialach
GP0401,HR,S,Klub zastupnika socijalista
GP0401,HU,S,Szocialista Csoport
GP0401,IT,S,Gruppo socialista
GP0401,LV,S,Socialistu grupa
GP0401,LT,S,Socialistu grupe
GP0401,MT,S,Grupp Socjalista
GP0401,NL,S,Socialistische Fractie
GP0401,PL,S,Grupa Socjalistów
GP0401,PT,S,Grupo Socialista
GP0401,RO,S,Grupul Socialist
GP0401,SK,S,Skupina socialistov
GP0401,SL,S,Skupina socialistov
GP0401,SV,S,Socialistgruppen
GP0402,EN,PPE,Group of the European People's Party (Christian-Democratic Group)
GP0402,ES,PPE,Grupo del Partido Popular Europeo (Grupo Demócrata Cristiano)
GP0402,BG,PPE,Група на Европейската народна партия (Група на християндемократите)
GP0402,CS,PPE,Skupina Evropské lidové strany (Skupina křesťanské demokracie)
GP0402,DA,PPE,Det Europæiske Folkepartis Gruppe (Den Kristelig-Demokratiske Gruppe)
GP0402,DE,PPE,Fraktion der Europäischen Volkspartei (Christlich-demokratische Fraktion)
GP0402,EL,PPE,Ομάδα του Ευρωπαϊκού Λαϊκού Κόμματος (Χριστιανοδημοκράτες)
GP0402,ET,PPE,Euroopa rahvapartei fraktsioon (kristlik-demokraatide fraktsioon)
GP0402,FI,PPE,Euroopan kansanpuolueen ryhmä (kristillis-demokraattinen puolueryhmä)
GP0402,FR,PPE,Groupe du parti populaire européen (Groupe démocrate-chrétien)
GP0402,GA,PPE,Grúpa Pháirtí an Phobail Eorpaigh (Grúpa na nDaonlathaithe Críostaí)
GP0402,HR,PPE,Klub zastupnika Europske pučke stranke (Kršćansko-demokratski klub zastupnika)
GP0402,HU,PPE,Az Európai Néppárt Csoportja (Kereszténydemokrata Csoport)
GP0402,IT,PPE,Gruppo del partito popolare europeo (Gruppo democratico cristiano)
GP0402,LV,PPE,Eiropas Tautas Partijas grupa (Kristigo demokratu grupa)
GP0402,LT,PPE,Europos liaudies partijos grupe (Krikšcioniu demokratu grupe)
GP0402,MT,PPE,Grupp tal-Partit Popolari Ewropew (Grupp Demokratiku-Kristjan)
