PARTY_ID;TYPE;VOTES_PERCENT;UPDATE_STATUS;UPDATE_TIME
DE01;COALITION;35.3;FINAL;
DE04;PARTY;27.3;FINAL;
DE05;PARTY;0.7;FINAL;
DE06;PARTY;7.1;FINAL;
DE07;PARTY;1.5;FINAL;
DE08;PARTY;3.4;FINAL;
DE09;PARTY;1.2;FINAL;
DE10;PARTY;7.4;FINAL;
DE11;PARTY;0.6;FINAL;
DE12;PARTY;1.4;FINAL;
DE13;PARTY;10.7;FINAL;
DE14;PARTY;0.6;FINAL;
DE15;PARTY;1.0;FINAL;
DE90;PARTY;1.8;FINAL;
