PARTY_ID;TYPE;VOTES_PERCENT;UPDATE_STATUS;UPDATE_TIME
DE01;PARTY;30.7;FINAL;
DE02;PARTY;7.2;FINAL;
DE03;PARTY;20.8;FINAL;
DE04;PARTY;11.0;FINAL;
DE05;PARTY;12.1;FINAL;
DE06;PARTY;7.5;FINAL;
DE90;PARTY;10.7;FINAL;
