1622486998157,-0.19424942,-0.13850962,0.1951657
1622486998176,-0.24983653,-0.22158484,0.42973104
1622486998196,-0.13621894,-0.13973132,0.67895675
1622486998216,0.018325418,0.19073705,1.0326372
1622486998236,0.07574506,0.7233959,1.4681714
1622486998254,-0.058641337,0.950631,1.7302248
1622486998275,-0.42148462,0.92497545,1.6666968
1622486998298,-0.9205468,1.174812,1.5561334
1622486998317,-1.2143644,1.6243956,1.573848
1622486998338,-1.1508362,1.8320836,1.5726262
1622486998351,-0.9309312,1.9964015,1.6489822
1622486998372,-0.69025743,2.0367174,1.561631
1622486998391,-0.47585002,1.9090503,1.3356175
1622486998410,-0.27488127,1.8675128,1.2494881
1622486998430,-0.08979455,2.438655,1.2855281
1622486998450,0.05314371,3.4076114,1.621494
1622486998469,0.17348062,3.9023976,2.0246532
1622486998488,0.38361207,4.0233455,1.8982079
1622486998507,0.663991,3.4558685,1.4626738
1622486998527,0.8087618,2.434379,0.83044684
1622486998546,0.9498675,1.6366125,0.5042544
1622486998566,1.799556,1.2639956,0.8719845
1622486998585,2.1288028,1.6237848,1.125486
1622486998605,2.4922569,1.3965496,1.1425898
1622486998625,2.3981864,1.6195087,1.1664128
1622486998644,2.0304563,2.0611513,1.2904148
1622486998664,1.2320789,2.0794768,0.9074136
1622486998683,0.43919918,1.4570234,0.33688226
1622486998708,0.26571855,0.6952969,0.0045813546
1622486998722,0.012216945,0.17790927,-0.36742464
1622486998741,-0.05314371,0.47478104,-0.28618193
1622486998761,0.16676131,0.48516545,-0.06872032
1622486998781,0.1575986,0.53892,0.18600298
1622486998800,0.14232741,0.3849865,-0.13224843
1622486998819,0.22051586,0.8718318,-0.30023143
1622486998839,0.12888877,1.3330214,-0.2727433
1622486998859,0.2870982,1.850409,-0.25930467
1622486998878,0.56564456,2.146059,-0.035123717
1622486998898,0.69086826,1.5633109,0.85793495
1622486998917,0.53021544,0.7392779,1.3667707
1622486998939,0.51005745,0.6543701,1.2586508
1622486998956,0.54976255,0.41308546,0.8677085
1622486998976,0.7250757,0.23838314,0.6142069
1622486998995,0.9895726,0.43507597,0.29290125
1622486999015,1.1722159,0.5664081,-0.48043138
1622486999035,0.847856,0.28602922,-0.6679615
