PARTY_ID,TYPE,SEATS_TOTAL,GROUP_ID,UPDATE_STATUS,UPDATE_TIME
DE01,PARTY,31,GP0401,CONSTITUTIVE,
DE02,PARTY,25,GP0402,CONSTITUTIVE,
DE03,PARTY,7,GP0402,CONSTITUTIVE,
DE04,PARTY,4,GP0403,CONSTITUTIVE,
DE05,PARTY,8,GP0405,CONSTITUTIVE,
DE06,PARTY,6,GP0408,CONSTITUTIVE,
