PARTY_ID,TYPE,SEATS_TOTAL,GROUP_ID,UPDATE_STATUS,UPDATE_TIME
DE01,PARTY,33,GP0201,CONSTITUTIVE,
DE02,PARTY,34,GP0202,CONSTITUTIVE,
DE03,PARTY,7,GP0202,CONSTITUTIVE,
DE04,PARTY,7,GP0207,CONSTITUTIVE,
