PARTY_ID,TYPE,SEATS_TOTAL,GROUP_ID,UPDATE_STATUS,UPDATE_TIME
DE01,PARTY,40,GP1001,CONSTITUTIVE,
DE02,PARTY,9,GP1001,CONSTITUTIVE,
DE03,PARTY,23,GP1002,CONSTITUTIVE,
DE04,PARTY,7,GP1003,CONSTITUTIVE,
DE05,PARTY,13,GP1004,CONSTITUTIVE,
DE06,PARTY,7,GP1005,CONSTITUTIVE,
